source,target,from_currency,to_currency,rate_date,rate,TYPE,target_ref_id
Bloomberg,I2OC,INR,USD,2023-08-16T00:00:00.000Z,0.012032,FIX,F120
Bloomberg,I2OC,PKR,USD,2023-08-16T00:00:00.000Z,0.0033913,FIX,F120
Bloomberg,I2OC,PLN,USD,2023-08-16T00:00:00.000Z,0.244,FIX,F120
Bloomberg,I2OC,RSD,USD,2023-08-16T00:00:00.000Z,0.0093,FIX,F120
Bloomberg,I2OC,SGD,USD,2023-08-16T00:00:00.000Z,0.7361,FIX,F120
Bloomberg,I2OC,THB,USD,2023-08-16T00:00:00.000Z,0.028273,FIX,F120
Bloomberg,I2OC,UAH,USD,2023-08-16T00:00:00.000Z,0.0271,FIX,F120
Bloomberg,I2OC,BGN,USD,2023-08-15T00:00:00.000Z,0.5588,FIX,F120
Bloomberg,I2OC,USD,NOK,2023-08-15T00:00:00.000Z,10.4981,FIX,F120
Bloomberg,I2OC,BRL,USD,2023-08-15T00:00:00.000Z,0.201,FIX,F120
Bloomberg,I2OC,CNY,USD,2023-08-15T00:00:00.000Z,0.1373,FIX,F120
Bloomberg,I2OC,CZK,USD,2023-08-15T00:00:00.000Z,0.045337,FIX,F120
Bloomberg,I2OC,HUF,USD,2023-08-15T00:00:00.000Z,0.00283,FIX,F120
Bloomberg,I2OC,INR,USD,2023-08-15T00:00:00.000Z,0.012032,FIX,F120
Bloomberg,I2OC,PKR,USD,2023-08-15T00:00:00.000Z,0.0034406,FIX,F120
Bloomberg,I2OC,PLN,USD,2023-08-15T00:00:00.000Z,0.2438,FIX,F120
Bloomberg,I2OC,RSD,USD,2023-08-15T00:00:00.000Z,0.0093,FIX,F120
Bloomberg,I2OC,SGD,USD,2023-08-15T00:00:00.000Z,0.737,FIX,F120
Bloomberg,I2OC,THB,USD,2023-08-15T00:00:00.000Z,0.02826,FIX,F120
Bloomberg,I2OC,UAH,USD,2023-08-15T00:00:00.000Z,0.0271,FIX,F120
Bloomberg,I2OC,BGN,USD,2023-08-14T00:00:00.000Z,0.5584,FIX,F120
Bloomberg,I2OC,USD,NOK,2023-08-14T00:00:00.000Z,10.4593,FIX,F120
Bloomberg,I2OC,BRL,USD,2023-08-14T00:00:00.000Z,0.2018,FIX,F120
Bloomberg,I2OC,CNY,USD,2023-08-14T00:00:00.000Z,0.13774,FIX,F120
Bloomberg,I2OC,CZK,USD,2023-08-14T00:00:00.000Z,0.045403,FIX,F120
Bloomberg,I2OC,HUF,USD,2023-08-14T00:00:00.000Z,0.00284,FIX,F120
Bloomberg,I2OC,INR,USD,2023-08-14T00:00:00.000Z,0.012032,FIX,F120
Bloomberg,I2OC,PKR,USD,2023-08-14T00:00:00.000Z,0.0034723,FIX,F120
Bloomberg,I2OC,PLN,USD,2023-08-14T00:00:00.000Z,0.2452,FIX,F120
Bloomberg,I2OC,RSD,USD,2023-08-14T00:00:00.000Z,0.0093,FIX,F120
Bloomberg,I2OC,SGD,USD,2023-08-14T00:00:00.000Z,0.738,FIX,F120
Bloomberg,I2OC,THB,USD,2023-08-14T00:00:00.000Z,0.028378,FIX,F120
Bloomberg,I2OC,UAH,USD,2023-08-14T00:00:00.000Z,0.0271,FIX,F120
Bloomberg,I2OC,USD,NOK,2023-08-13T00:00:00.000Z,10.4328,FIX,F120
Bloomberg,I2OC,BRL,USD,2023-08-13T00:00:00.000Z,0.2043,FIX,F120
Bloomberg,I2OC,CNY,USD,2023-08-13T00:00:00.000Z,0.13815,FIX,F120
Bloomberg,I2OC,CZK,USD,2023-08-13T00:00:00.000Z,0.045508,FIX,F120
Bloomberg,I2OC,HUF,USD,2023-08-13T00:00:00.000Z,0.00287,FIX,F120
Bloomberg,I2OC,INR,USD,2023-08-13T00:00:00.000Z,0.012075,FIX,F120
Bloomberg,I2OC,PKR,USD,2023-08-13T00:00:00.000Z,0.003472,FIX,F120
Bloomberg,I2OC,PLN,USD,2023-08-13T00:00:00.000Z,0.2471,FIX,F120
Bloomberg,I2OC,RSD,USD,2023-08-13T00:00:00.000Z,0.0094,FIX,F120
Bloomberg,I2OC,SGD,USD,2023-08-13T00:00:00.000Z,0.7393,FIX,F120
Bloomberg,I2OC,THB,USD,2023-08-13T00:00:00.000Z,0.028466,FIX,F120
Bloomberg,I2OC,UAH,USD,2023-08-13T00:00:00.000Z,0.0271,FIX,F120
Bloomberg,I2OC,BGN,USD,2023-08-13T00:00:00.000Z,0.5602,FIX,F120
Bloomberg,I2OC,USD,NOK,2023-08-12T00:00:00.000Z,10.4328,FIX,F120
Bloomberg,I2OC,BRL,USD,2023-08-12T00:00:00.000Z,0.2043,FIX,F120
Bloomberg,I2OC,CNY,USD,2023-08-12T00:00:00.000Z,0.13815,FIX,F120
Bloomberg,I2OC,CZK,USD,2023-08-12T00:00:00.000Z,0.045508,FIX,F120
Bloomberg,I2OC,HUF,USD,2023-08-12T00:00:00.000Z,0.00287,FIX,F120
Bloomberg,I2OC,INR,USD,2023-08-12T00:00:00.000Z,0.012075,FIX,F120
Bloomberg,I2OC,PKR,USD,2023-08-12T00:00:00.000Z,0.003472,FIX,F120
Bloomberg,I2OC,PLN,USD,2023-08-12T00:00:00.000Z,0.2471,FIX,F120
Bloomberg,I2OC,RSD,USD,2023-08-12T00:00:00.000Z,0.0094,FIX,F120
Bloomberg,I2OC,SGD,USD,2023-08-12T00:00:00.000Z,0.7393,FIX,F120
Bloomberg,I2OC,THB,USD,2023-08-12T00:00:00.000Z,0.028466,FIX,F120
Bloomberg,I2OC,UAH,USD,2023-08-12T00:00:00.000Z,0.0271,FIX,F120
Bloomberg,I2OC,BGN,USD,2023-08-12T00:00:00.000Z,0.5602,FIX,F120
Bloomberg,I2OC,BRL,USD,2023-08-11T00:00:00.000Z,0.2043,FIX,F120
Bloomberg,I2OC,CNY,USD,2023-08-11T00:00:00.000Z,0.13815,FIX,F120
Bloomberg,I2OC,CZK,USD,2023-08-11T00:00:00.000Z,0.045508,FIX,F120
Bloomberg,I2OC,HUF,USD,2023-08-11T00:00:00.000Z,0.00287,FIX,F120
Bloomberg,I2OC,INR,USD,2023-08-11T00:00:00.000Z,0.012075,FIX,F120
Bloomberg,I2OC,PKR,USD,2023-08-11T00:00:00.000Z,0.0034723,FIX,F120
Bloomberg,I2OC,PLN,USD,2023-08-11T00:00:00.000Z,0.2471,FIX,F120
Bloomberg,I2OC,RSD,USD,2023-08-11T00:00:00.000Z,0.0094,FIX,F120
Bloomberg,I2OC,SGD,USD,2023-08-11T00:00:00.000Z,0.7393,FIX,F120
Bloomberg,I2OC,THB,USD,2023-08-11T00:00:00.000Z,0.028466,FIX,F120
Bloomberg,I2OC,UAH,USD,2023-08-11T00:00:00.000Z,0.0271,FIX,F120
Bloomberg,I2OC,BGN,USD,2023-08-11T00:00:00.000Z,0.5602,FIX,F120
Bloomberg,I2OC,USD,NOK,2023-08-11T00:00:00.000Z,10.4328,FIX,F120
Bloomberg,I2OC,BGN,USD,2023-08-10T00:00:00.000Z,0.5632,FIX,F120
Bloomberg,I2OC,USD,NOK,2023-08-10T00:00:00.000Z,10.2322,FIX,F120
Bloomberg,I2OC,BRL,USD,2023-08-10T00:00:00.000Z,0.2063,FIX,F120
Bloomberg,I2OC,CNY,USD,2023-08-10T00:00:00.000Z,0.13855,FIX,F120
Bloomberg,I2OC,CZK,USD,2023-08-10T00:00:00.000Z,0.045475,FIX,F120
Bloomberg,I2OC,HUF,USD,2023-08-10T00:00:00.000Z,0.00287,FIX,F120
Bloomberg,I2OC,INR,USD,2023-08-10T00:00:00.000Z,0.012098,FIX,F120
Bloomberg,I2OC,PKR,USD,2023-08-10T00:00:00.000Z,0.0034786,FIX,F120
Bloomberg,I2OC,PLN,USD,2023-08-10T00:00:00.000Z,0.2475,FIX,F120
Bloomberg,I2OC,RSD,USD,2023-08-10T00:00:00.000Z,0.0094,FIX,F120
Bloomberg,I2OC,SGD,USD,2023-08-10T00:00:00.000Z,0.7422,FIX,F120
Bloomberg,I2OC,THB,USD,2023-08-10T00:00:00.000Z,0.028504,FIX,F120
Bloomberg,I2OC,UAH,USD,2023-08-10T00:00:00.000Z,0.0271,FIX,F120
Bloomberg,I2OC,BGN,USD,2023-08-09T00:00:00.000Z,0.5612,FIX,F120
Bloomberg,I2OC,USD,NOK,2023-08-09T00:00:00.000Z,10.2222,FIX,F120
Bloomberg,I2OC,BRL,USD,2023-08-09T00:00:00.000Z,0.2039,FIX,F120
Bloomberg,I2OC,CNY,USD,2023-08-09T00:00:00.000Z,0.1387,FIX,F120
Bloomberg,I2OC,CZK,USD,2023-08-09T00:00:00.000Z,0.045204,FIX,F120
Bloomberg,I2OC,HUF,USD,2023-08-09T00:00:00.000Z,0.00282,FIX,F120
Bloomberg,I2OC,INR,USD,2023-08-09T00:00:00.000Z,0.012069,FIX,F120
Bloomberg,I2OC,PKR,USD,2023-08-09T00:00:00.000Z,0.0034811,FIX,F120
Bloomberg,I2OC,PLN,USD,2023-08-09T00:00:00.000Z,0.2456,FIX,F120
Bloomberg,I2OC,RSD,USD,2023-08-09T00:00:00.000Z,0.0094,FIX,F120
Bloomberg,I2OC,SGD,USD,2023-08-09T00:00:00.000Z,0.7424,FIX,F120
Bloomberg,I2OC,THB,USD,2023-08-09T00:00:00.000Z,0.028515,FIX,F120
Bloomberg,I2OC,UAH,USD,2023-08-09T00:00:00.000Z,0.0271,FIX,F120
Bloomberg,I2OC,BGN,USD,2023-08-08T00:00:00.000Z,0.5599,FIX,F120
Bloomberg,I2OC,USD,NOK,2023-08-08T00:00:00.000Z,10.2986,FIX,F120
Bloomberg,I2OC,BRL,USD,2023-08-08T00:00:00.000Z,0.2037,FIX,F120
Bloomberg,I2OC,CNY,USD,2023-08-08T00:00:00.000Z,0.13855,FIX,F120
Bloomberg,I2OC,CZK,USD,2023-08-08T00:00:00.000Z,0.045103,FIX,F120
Bloomberg,I2OC,HUF,USD,2023-08-08T00:00:00.000Z,0.00281,FIX,F120
Bloomberg,I2OC,INR,USD,2023-08-08T00:00:00.000Z,0.01206,FIX,F120
Bloomberg,I2OC,PKR,USD,2023-08-08T00:00:00.000Z,0.0034777,FIX,F120
Bloomberg,I2OC,PLN,USD,2023-08-08T00:00:00.000Z,0.2457,FIX,F120
Bloomberg,I2OC,RSD,USD,2023-08-08T00:00:00.000Z,0.0093,FIX,F120
Bloomberg,I2OC,SGD,USD,2023-08-08T00:00:00.000Z,0.7417,FIX,F120
Bloomberg,I2OC,THB,USD,2023-08-08T00:00:00.000Z,0.028552,FIX,F120
Bloomberg,I2OC,UAH,USD,2023-08-08T00:00:00.000Z,0.0271,FIX,F120
Bloomberg,I2OC,BGN,USD,2023-08-07T00:00:00.000Z,0.5624,FIX,F120
Bloomberg,I2OC,USD,NOK,2023-08-07T00:00:00.000Z,10.1643,FIX,F120
Bloomberg,I2OC,BRL,USD,2023-08-07T00:00:00.000Z,0.2041,FIX,F120
Bloomberg,I2OC,CNY,USD,2023-08-07T00:00:00.000Z,0.13905,FIX,F120
Bloomberg,I2OC,CZK,USD,2023-08-07T00:00:00.000Z,0.045355,FIX,F120
Bloomberg,I2OC,HUF,USD,2023-08-07T00:00:00.000Z,0.00283,FIX,F120
Bloomberg,I2OC,INR,USD,2023-08-07T00:00:00.000Z,0.012084,FIX,F120
Bloomberg,I2OC,PKR,USD,2023-08-07T00:00:00.000Z,0.0035023,FIX,F120
Bloomberg,I2OC,PLN,USD,2023-08-07T00:00:00.000Z,0.2485,FIX,F120
Bloomberg,I2OC,RSD,USD,2023-08-07T00:00:00.000Z,0.0094,FIX,F120
Bloomberg,I2OC,SGD,USD,2023-08-07T00:00:00.000Z,0.7454,FIX,F120
Bloomberg,I2OC,THB,USD,2023-08-07T00:00:00.000Z,0.028675,FIX,F120
Bloomberg,I2OC,UAH,USD,2023-08-07T00:00:00.000Z,0.0271,FIX,F120
Bloomberg,I2OC,BGN,USD,2023-08-06T00:00:00.000Z,0.5641,FIX,F120
Bloomberg,I2OC,USD,NOK,2023-08-06T00:00:00.000Z,10.1024,FIX,F120
Bloomberg,I2OC,BRL,USD,2023-08-06T00:00:00.000Z,0.206,FIX,F120
Bloomberg,I2OC,CNY,USD,2023-08-06T00:00:00.000Z,0.13945,FIX,F120
Bloomberg,I2OC,CZK,USD,2023-08-06T00:00:00.000Z,0.045499,FIX,F120
Bloomberg,I2OC,HUF,USD,2023-08-06T00:00:00.000Z,0.00283,FIX,F120
Bloomberg,I2OC,INR,USD,2023-08-06T00:00:00.000Z,0.01207,FIX,F120
Bloomberg,I2OC,PKR,USD,2023-08-06T00:00:00.000Z,0.003504,FIX,F120
Bloomberg,I2OC,PLN,USD,2023-08-06T00:00:00.000Z,0.2489,FIX,F120
Bloomberg,I2OC,RSD,USD,2023-08-06T00:00:00.000Z,0.0094,FIX,F120
Bloomberg,I2OC,SGD,USD,2023-08-06T00:00:00.000Z,0.7478,FIX,F120
Bloomberg,I2OC,THB,USD,2023-08-06T00:00:00.000Z,0.028877,FIX,F120
Bloomberg,I2OC,UAH,USD,2023-08-06T00:00:00.000Z,0.0271,FIX,F120
Bloomberg,I2OC,BGN,USD,2023-08-05T00:00:00.000Z,0.5641,FIX,F120
Bloomberg,I2OC,USD,NOK,2023-08-05T00:00:00.000Z,10.1024,FIX,F120
Bloomberg,I2OC,BRL,USD,2023-08-05T00:00:00.000Z,0.206,FIX,F120
Bloomberg,I2OC,CNY,USD,2023-08-05T00:00:00.000Z,0.13945,FIX,F120
Bloomberg,I2OC,CZK,USD,2023-08-05T00:00:00.000Z,0.045499,FIX,F120
Bloomberg,I2OC,HUF,USD,2023-08-05T00:00:00.000Z,0.00283,FIX,F120
Bloomberg,I2OC,INR,USD,2023-08-05T00:00:00.000Z,0.01207,FIX,F120
Bloomberg,I2OC,PKR,USD,2023-08-05T00:00:00.000Z,0.003504,FIX,F120
Bloomberg,I2OC,PLN,USD,2023-08-05T00:00:00.000Z,0.2489,FIX,F120
Bloomberg,I2OC,RSD,USD,2023-08-05T00:00:00.000Z,0.0094,FIX,F120
Bloomberg,I2OC,SGD,USD,2023-08-05T00:00:00.000Z,0.7478,FIX,F120
Bloomberg,I2OC,THB,USD,2023-08-05T00:00:00.000Z,0.028877,FIX,F120
Bloomberg,I2OC,UAH,USD,2023-08-05T00:00:00.000Z,0.0271,FIX,F120
Bloomberg,I2OC,BGN,USD,2023-08-04T00:00:00.000Z,0.5641,FIX,F120
Bloomberg,I2OC,USD,NOK,2023-08-04T00:00:00.000Z,10.1024,FIX,F120
Bloomberg,I2OC,BRL,USD,2023-08-04T00:00:00.000Z,0.206,FIX,F120
Bloomberg,I2OC,CNY,USD,2023-08-04T00:00:00.000Z,0.13945,FIX,F120
Bloomberg,I2OC,CZK,USD,2023-08-04T00:00:00.000Z,0.045499,FIX,F120
Bloomberg,I2OC,HUF,USD,2023-08-04T00:00:00.000Z,0.00283,FIX,F120
Bloomberg,I2OC,INR,USD,2023-08-04T00:00:00.000Z,0.01207,FIX,F120
Bloomberg,I2OC,PKR,USD,2023-08-04T00:00:00.000Z,0.0035043,FIX,F120
Bloomberg,I2OC,PLN,USD,2023-08-04T00:00:00.000Z,0.2489,FIX,F120
Bloomberg,I2OC,RSD,USD,2023-08-04T00:00:00.000Z,0.0094,FIX,F120
Bloomberg,I2OC,SGD,USD,2023-08-04T00:00:00.000Z,0.7478,FIX,F120
Bloomberg,I2OC,THB,USD,2023-08-04T00:00:00.000Z,0.028877,FIX,F120
Bloomberg,I2OC,UAH,USD,2023-08-04T00:00:00.000Z,0.0271,FIX,F120
Bloomberg,I2OC,BGN,USD,2023-08-03T00:00:00.000Z,0.5597,FIX,F120
Bloomberg,I2OC,USD,NOK,2023-08-03T00:00:00.000Z,10.2343,FIX,F120
Bloomberg,I2OC,BRL,USD,2023-08-03T00:00:00.000Z,0.2048,FIX,F120
Bloomberg,I2OC,CNY,USD,2023-08-03T00:00:00.000Z,0.13953,FIX,F120
Bloomberg,I2OC,CZK,USD,2023-08-03T00:00:00.000Z,0.045212,FIX,F120
Bloomberg,I2OC,HUF,USD,2023-08-03T00:00:00.000Z,0.00278,FIX,F120
Bloomberg,I2OC,INR,USD,2023-08-03T00:00:00.000Z,0.012087,FIX,F120
Bloomberg,I2OC,PKR,USD,2023-08-03T00:00:00.000Z,0.0034892,FIX,F120
Bloomberg,I2OC,PLN,USD,2023-08-03T00:00:00.000Z,0.2456,FIX,F120
Bloomberg,I2OC,RSD,USD,2023-08-03T00:00:00.000Z,0.0093,FIX,F120
Bloomberg,I2OC,SGD,USD,2023-08-03T00:00:00.000Z,0.7458,FIX,F120
Bloomberg,I2OC,THB,USD,2023-08-03T00:00:00.000Z,0.028896,FIX,F120
Bloomberg,I2OC,UAH,USD,2023-08-03T00:00:00.000Z,0.0271,FIX,F120
Bloomberg,I2OC,BGN,USD,2023-08-02T00:00:00.000Z,0.559,FIX,F120
Bloomberg,I2OC,USD,NOK,2023-08-02T00:00:00.000Z,10.2822,FIX,F120
Bloomberg,I2OC,BRL,USD,2023-08-02T00:00:00.000Z,0.2077,FIX,F120
Bloomberg,I2OC,CNY,USD,2023-08-02T00:00:00.000Z,0.13902,FIX,F120
Bloomberg,I2OC,CZK,USD,2023-08-02T00:00:00.000Z,0.045611,FIX,F120
Bloomberg,I2OC,HUF,USD,2023-08-02T00:00:00.000Z,0.00282,FIX,F120
Bloomberg,I2OC,INR,USD,2023-08-02T00:00:00.000Z,0.012108,FIX,F120
Bloomberg,I2OC,PKR,USD,2023-08-02T00:00:00.000Z,0.0034923,FIX,F120
Bloomberg,I2OC,PLN,USD,2023-08-02T00:00:00.000Z,0.246,FIX,F120
Bloomberg,I2OC,RSD,USD,2023-08-02T00:00:00.000Z,0.0093,FIX,F120
Bloomberg,I2OC,SGD,USD,2023-08-02T00:00:00.000Z,0.7453,FIX,F120
Bloomberg,I2OC,THB,USD,2023-08-02T00:00:00.000Z,0.028989,FIX,F120
Bloomberg,I2OC,UAH,USD,2023-08-02T00:00:00.000Z,0.0271,FIX,F120
Bloomberg,I2OC,BGN,USD,2023-08-01T00:00:00.000Z,0.5609,FIX,F120
Bloomberg,I2OC,USD,NOK,2023-08-01T00:00:00.000Z,10.2228,FIX,F120
Bloomberg,I2OC,BRL,USD,2023-08-01T00:00:00.000Z,0.2091,FIX,F120
Bloomberg,I2OC,CNY,USD,2023-08-01T00:00:00.000Z,0.13934,FIX,F120
Bloomberg,I2OC,CZK,USD,2023-08-01T00:00:00.000Z,0.045801,FIX,F120
Bloomberg,I2OC,HUF,USD,2023-08-01T00:00:00.000Z,0.00282,FIX,F120
Bloomberg,I2OC,INR,USD,2023-08-01T00:00:00.000Z,0.012157,FIX,F120
Bloomberg,I2OC,PKR,USD,2023-08-01T00:00:00.000Z,0.0034801,FIX,F120
Bloomberg,I2OC,PLN,USD,2023-08-01T00:00:00.000Z,0.2468,FIX,F120
Bloomberg,I2OC,RSD,USD,2023-08-01T00:00:00.000Z,0.0094,FIX,F120
Bloomberg,I2OC,SGD,USD,2023-08-01T00:00:00.000Z,0.7482,FIX,F120
Bloomberg,I2OC,THB,USD,2023-08-01T00:00:00.000Z,0.029078,FIX,F120
Bloomberg,I2OC,UAH,USD,2023-08-01T00:00:00.000Z,0.0271,FIX,F120
